instance,variant,node,start_kind,pool,cold_start_s,data_read_s,compute_s,data_write_s,read_mb,wrote_mb
5,scenario-01,step-20,warm,ondemand,0.000,0.0035,0.1505,0.0034,2.10,2.10
5,scenario-01,step-21,warm,ondemand,0.000,0.0032,0.1490,0.0032,2.10,2.10
5,scenario-01,step-22,warm,ondemand,0.000,0.0032,0.1596,0.0030,2.10,2.10
4,scenario-01,step-32,warm,reserved,0.000,0.0091,0.5019,0.0092,6.29,6.29
3,scenario-02,step-40,warm,reserved,0.000,0.0093,0.4858,0.0091,6.29,6.29
5,scenario-01,step-23,warm,ondemand,0.000,0.0034,0.1522,0.0033,2.10,2.10
5,scenario-01,step-24,warm,ondemand,0.000,0.0033,0.1488,0.0034,2.10,2.10
5,scenario-01,step-25,warm,ondemand,0.000,0.0038,0.1553,0.0032,2.10,2.10
3,scenario-02,step-41,warm,reserved,0.000,0.0094,0.3589,0.0018,6.29,1.05
4,scenario-01,step-33,warm,reserved,0.000,0.0092,0.4863,0.0090,6.29,6.29
5,scenario-01,step-26,warm,reserved,0.000,0.0031,0.1510,0.0033,2.10,2.10
5,scenario-01,step-27,warm,reserved,0.000,0.0036,0.2381,0.0113,2.10,6.29
4,scenario-01,step-34,warm,reserved,0.000,0.0097,0.4796,0.0086,6.29,6.29
5,scenario-01,step-28,warm,reserved,0.000,0.0089,0.4720,0.0091,6.29,6.29
4,scenario-01,step-35,warm,reserved,0.000,0.0091,0.4789,0.0090,6.29,6.29
5,scenario-01,step-29,warm,reserved,0.000,0.0088,0.4780,0.0094,6.29,6.29
4,scenario-01,step-36,warm,reserved,0.000,0.0092,0.4776,0.0093,6.29,6.29
5,scenario-01,step-30,warm,reserved,0.000,0.0091,0.4855,0.0103,6.29,6.29
4,scenario-01,step-37,warm,reserved,0.000,0.0093,0.4786,0.0093,6.29,6.29
5,scenario-01,step-31,warm,reserved,0.000,0.0097,0.4976,0.0092,6.29,6.29
4,scenario-01,step-38,warm,reserved,0.000,0.0091,0.4776,0.0086,6.29,6.29
5,scenario-01,step-32,warm,reserved,0.000,0.0093,0.5370,0.0114,6.29,6.29
4,scenario-01,step-39,warm,reserved,0.000,0.0088,0.5441,0.0095,6.29,6.29
5,scenario-01,step-33,warm,reserved,0.000,0.0093,0.4937,0.0090,6.29,6.29
4,scenario-01,step-40,warm,reserved,0.000,0.0094,0.4782,0.0088,6.29,6.29
4,scenario-01,step-41,warm,reserved,0.000,0.0090,0.3691,0.0025,6.29,1.05
5,scenario-01,step-34,warm,reserved,0.000,0.0089,0.4955,0.0105,6.29,6.29
5,scenario-01,step-35,warm,reserved,0.000,0.0110,0.4750,0.0090,6.29,6.29
5,scenario-01,step-36,warm,reserved,0.000,0.0090,0.4660,0.0097,6.29,6.29
5,scenario-01,step-37,warm,reserved,0.000,0.0103,0.4796,0.0086,6.29,6.29
5,scenario-01,step-38,warm,reserved,0.000,0.0086,0.4639,0.0096,6.29,6.29
5,scenario-01,step-39,warm,reserved,0.000,0.0087,0.4640,0.0090,6.29,6.29
5,scenario-01,step-40,warm,reserved,0.000,0.0086,0.4631,0.0086,6.29,6.29
5,scenario-01,step-41,warm,reserved,0.000,0.0089,0.3655,0.0021,6.29,1.05
