instance,variant,node,start_kind,pool,cold_start_s,data_read_s,compute_s,data_write_s,read_mb,wrote_mb
4,scenario-01,step-32,warm,ondemand,0.000,0.0094,0.4919,0.0129,6.29,6.29
5,scenario-01,step-22,warm,ondemand,0.000,0.0037,0.1399,0.0034,2.10,2.10
5,scenario-01,step-23,warm,ondemand,0.000,0.0032,0.1404,0.0056,2.10,2.10
3,scenario-02,step-39,warm,ondemand,0.000,0.0095,0.4886,0.0121,6.29,6.29
5,scenario-01,step-24,warm,ondemand,0.000,0.0034,0.1469,0.0040,2.10,2.10
5,scenario-01,step-25,warm,ondemand,0.000,0.0036,0.1407,0.0052,2.10,2.10
4,scenario-01,step-33,warm,ondemand,0.000,0.0099,0.4932,0.0128,6.29,6.29
5,scenario-01,step-26,warm,ondemand,0.000,0.0033,0.1489,0.0034,2.10,2.10
3,scenario-02,step-40,warm,ondemand,0.000,0.0090,0.4759,0.0109,6.29,6.29
5,scenario-01,step-27,warm,ondemand,0.000,0.0034,0.2399,0.0111,2.10,6.29
4,scenario-01,step-34,warm,ondemand,0.000,0.0092,0.4849,0.0118,6.29,6.29
3,scenario-02,step-41,warm,ondemand,0.000,0.0097,0.3556,0.0018,6.29,1.05
5,scenario-01,step-28,warm,ondemand,0.000,0.0087,0.4685,0.0107,6.29,6.29
4,scenario-01,step-35,warm,ondemand,0.000,0.0092,0.4810,0.0116,6.29,6.29
5,scenario-01,step-29,warm,ondemand,0.000,0.0102,0.4819,0.0106,6.29,6.29
4,scenario-01,step-36,warm,ondemand,0.000,0.0092,0.4737,0.0095,6.29,6.29
5,scenario-01,step-30,warm,ondemand,0.000,0.0092,0.5003,0.0105,6.29,6.29
4,scenario-01,step-37,warm,ondemand,0.000,0.0135,0.4877,0.0120,6.29,6.29
5,scenario-01,step-31,warm,ondemand,0.000,0.0092,0.5154,0.0109,6.29,6.29
4,scenario-01,step-38,warm,ondemand,0.000,0.0097,0.4934,0.0092,6.29,6.29
5,scenario-01,step-32,warm,ondemand,0.000,0.0093,0.4959,0.0111,6.29,6.29
4,scenario-01,step-39,warm,ondemand,0.000,0.0090,0.4663,0.0104,6.29,6.29
5,scenario-01,step-33,warm,ondemand,0.000,0.0092,0.4993,0.0108,6.29,6.29
4,scenario-01,step-40,warm,ondemand,0.000,0.0089,0.4932,0.0124,6.29,6.29
4,scenario-01,step-41,warm,ondemand,0.000,0.0092,0.3620,0.0021,6.29,1.05
5,scenario-01,step-34,warm,ondemand,0.000,0.0092,0.4958,0.0095,6.29,6.29
5,scenario-01,step-35,warm,ondemand,0.000,0.0098,0.4868,0.0104,6.29,6.29
5,scenario-01,step-36,warm,ondemand,0.000,0.0105,0.4750,0.0089,6.29,6.29
5,scenario-01,step-37,warm,ondemand,0.000,0.0091,0.4654,0.0091,6.29,6.29
5,scenario-01,step-38,warm,ondemand,0.000,0.0087,0.4817,0.0095,6.29,6.29
5,scenario-01,step-39,warm,ondemand,0.000,0.0093,0.4656,0.0092,6.29,6.29
5,scenario-01,step-40,warm,ondemand,0.000,0.0088,0.4546,0.0089,6.29,6.29
5,scenario-01,step-41,warm,ondemand,0.000,0.0095,0.3342,0.0018,6.29,1.05
